sider_stitch_flat_id,sider_drug_name,sider_pubchem_cid,sider_inchi_key,atc_codes,unique_side_effect_count,nearest_query_id,nearest_query_name,nearest_query_class,nearest_query_tanimoto,similarity_band
CID100004173,metronidazole,4173,VAOCPAMSLUNLGC-UHFFFAOYSA-N,A01AB17; D06BX01; G01AF01; J01XD01; P01AB01,205,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12658227848101267,structurally_distant_under_this_fingerprint
CID100003125,alpha-methyl-p-tyrosine,3125,NHTGHBARYWONDQ-UHFFFAOYSA-N,C02KB01,40,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12643678160919541,structurally_distant_under_this_fingerprint
CID100003779,isoproterenol,3779,JWZZKOKVBUJMES-UHFFFAOYSA-N,C01CA02; R03AB02; R03CB01,28,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12643678160919541,structurally_distant_under_this_fingerprint
CID100060860,metaiodobenzylguanidine,60860,PDWUPXJEEYOOTR-UHFFFAOYSA-N,,10,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12643678160919541,structurally_distant_under_this_fingerprint
CID100004057,Cantril,4057,GKNPSSNBBWDAGH-UHFFFAOYSA-N,A03AB12,28,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12631578947368421,structurally_distant_under_this_fingerprint
CID100056338,fosphenytoin,56338,GQPXYJNXTAFDLT-UHFFFAOYSA-L,N03AB05,201,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12631578947368421,structurally_distant_under_this_fingerprint
CID100104799,fotemustine,104799,YAKWPXVTIGTRJH-UHFFFAOYSA-N,L01AD05,32,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12631578947368421,structurally_distant_under_this_fingerprint
CID100047640,naftifine,47640,OLUNPKFOFGZHRT-UHFFFAOYSA-N,D01AE22,16,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12631578947368421,structurally_distant_under_this_fingerprint
CID100071301,nebivolol,71301,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,C07AB12,47,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12631578947368421,structurally_distant_under_this_fingerprint
CID100004463,nevirapine,4463,NQDJXKOVJZTUJA-UHFFFAOYSA-N,J05AG01,108,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12631578947368421,structurally_distant_under_this_fingerprint
CID100005775,phentolamine,5775,MRBDMNSDAVCSSF-UHFFFAOYSA-N,C04AB01; G04BE05,38,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12631578947368421,structurally_distant_under_this_fingerprint
CID100000214,PGE1,214,GMVPRGQOIOIIMI-UHFFFAOYSA-N,C01EA01; G04BE01,165,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.1262135922330097,structurally_distant_under_this_fingerprint
CID100006451,bromcresol,6451,FRPHFZCDPYBUAU-UHFFFAOYSA-N,,63,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12605042016806722,structurally_distant_under_this_fingerprint
CID100002675,cefixime,2675,OKBVVJOGVLARMR-UHFFFAOYSA-N,J01DD08,60,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12605042016806722,structurally_distant_under_this_fingerprint
CID100001134,thymidine,1134,IQFYYKKMVGJFEH-UHFFFAOYSA-N,J05AF11,91,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12605042016806722,structurally_distant_under_this_fingerprint
CID111519069,umeclidinium,11519069,PEJHHXHHNGORMP-UHFFFAOYSA-M,,46,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12605042016806722,structurally_distant_under_this_fingerprint
CID100004639,oxymorphone,4639,UQCNKQCJZOAFTQ-UHFFFAOYSA-N,,109,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12598425196850394,structurally_distant_under_this_fingerprint
CID100060853,ziprasidone,60853,ZCBZSCBNOOIHFP-UHFFFAOYSA-N,N05AE04,340,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1259259259259259,structurally_distant_under_this_fingerprint
CID100003310,etoposide,3310,VJJPUSNTGOMMGY-UHFFFAOYSA-N,L01CB01,132,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1258741258741259,structurally_distant_under_this_fingerprint
CID106445540,ixabepilone,6445540,FABUFPQFXZVHFB-PVYNADRNSA-N,L01DC04,140,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1258741258741259,structurally_distant_under_this_fingerprint
CID100123634,Trisequens,123634,MPSOHXLZDRQABN-KOAPPJMKSA-N,,90,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12578616352201258,structurally_distant_under_this_fingerprint
CID100003171,L-threo-DOPS,3171,QXWYKJLNLSIPIN-UHFFFAOYSA-N,,15,CHEMBL1802815,CHEMBL1802815,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100002170,amoxapine,2170,QWGDMFLQWFTERH-UHFFFAOYSA-N,N06AA17,95,CHEMBL1232461,MOLIBRESIB,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100002522,calcipotriol,2522,LWQQLNNNIPYSNX-UHFFFAOYSA-N,D05AX02,18,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.125,structurally_distant_under_this_fingerprint
CID100002812,clotrimazole,2812,VNFPBHJOKIVQEB-UHFFFAOYSA-N,A01AB18; D01AC01; G01AF02,26,CHEMBL3752910,CHEMBL3752910,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100002883,crotamiton,2883,DNTGGZPQPQTDQF-UHFFFAOYSA-N,,3,CHEMBL1232461,MOLIBRESIB,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100002972,deferiprone,2972,TZXKOCQBRNJULO-UHFFFAOYSA-N,V03AC02,115,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.125,structurally_distant_under_this_fingerprint
CID100003059,diflunisal,3059,HUPFGZXOMWLGNK-UHFFFAOYSA-N,N02BA11,75,CHEMBL1232461,MOLIBRESIB,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100071329,dofetilide,71329,IXTMWRCNAAVVAI-UHFFFAOYSA-N,C01BD04,56,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.125,structurally_distant_under_this_fingerprint
CID100003154,dorzolamide,3154,IAVUPMFITXYVAF-UHFFFAOYSA-N,S01EC03,161,CHEMBL1232461,MOLIBRESIB,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100003519,guanfacine,3519,INJOMKTZOLKMBF-UHFFFAOYSA-N,C02AC02,99,CHEMBL1802815,CHEMBL1802815,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100003783,isoxsuprine,3783,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,C04AA01,14,CHEMBL1802815,CHEMBL1802815,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100213046,lurasidone,213046,PQXKDMSYBGKCJA-CVTJIBDQSA-N,,142,CHEMBL1802814,CHEMBL1802814,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100031477,metipranolol,31477,BQIPXWYNLPYNHW-UHFFFAOYSA-N,S01ED04,35,CHEMBL1232461,MOLIBRESIB,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100004440,naratriptan,4440,AMKVXSZCKVJAGH-UHFFFAOYSA-N,N02CC02,185,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.125,structurally_distant_under_this_fingerprint
CID100096312,nelarabine,96312,IXOXBSCIXZEQEQ-KQYNXXCUSA-N,L01BB07,145,CHEMBL1802814,CHEMBL1802814,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100004782,phenylephrine,4782,SONNWYBIRXJNDC-UHFFFAOYSA-N,C01CA06; R01AA04; R01AB01; R01BA03; S01FB01; S01GA05,64,CHEMBL1802815,CHEMBL1802815,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100004895,prednisolone,4895,LRJOMUJRLNCICJ-UHFFFAOYSA-N,,115,CHEMBL1802973,CHEMBL1802973,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100005394,temozolomide,5394,BPEGJWRSRHCHSN-UHFFFAOYSA-N,L01AX03,219,CHEMBL3752910,CHEMBL3752910,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100005396,teniposide,5396,NRUKOCRGYNPUPR-UHFFFAOYSA-N,L01CB02,60,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.125,structurally_distant_under_this_fingerprint
CID100005452,thioridazine,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,N05AC02,82,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.125,structurally_distant_under_this_fingerprint
CID100005512,tolterodine,5512,OOGJQPCLVADCPB-UHFFFAOYSA-N,G04BD07,49,CHEMBL1802815,CHEMBL1802815,network_candidate,0.125,structurally_distant_under_this_fingerprint
CID100002520,verapamil,2520,SGTNSNPWRIOYBX-UHFFFAOYSA-N,C08DA01,119,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.12413793103448276,structurally_distant_under_this_fingerprint
CID100005731,zolmitriptan,5731,ULSDMUVEXKOYBU-UHFFFAOYSA-N,N02CC03,236,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.12413793103448276,structurally_distant_under_this_fingerprint
CID100002650,ceftazidime,2650,ORFOPKXBNMVMKC-UHFFFAOYSA-N,J01DD02,83,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12403100775193798,structurally_distant_under_this_fingerprint
CID100003350,finasteride,3350,DBEPLOCGEIEOCV-UHFFFAOYSA-N,D11AX10; G04CB01,47,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12403100775193798,structurally_distant_under_this_fingerprint
CID100004870,polythiazide,4870,CYLWJCABXYDINA-UHFFFAOYSA-N,C03AA05,36,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12403100775193798,structurally_distant_under_this_fingerprint
CID100002732,chlorthalidone,2732,JIVPVXMEBJLZRO-UHFFFAOYSA-N,C03BA04,54,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12396694214876033,structurally_distant_under_this_fingerprint
CID100004121,methyclothiazide,4121,CESYKOGBSMNBPD-UHFFFAOYSA-N,C03AA08,48,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12396694214876033,structurally_distant_under_this_fingerprint
CID100006256,trifluorothymidine,6256,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,S01AD02,11,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12396694214876033,structurally_distant_under_this_fingerprint
CID100002274,aztreonam,2274,WZPBZJONDBGPKJ-UHFFFAOYSA-N,J01DF01,86,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12389380530973451,structurally_distant_under_this_fingerprint
CID100150310,eplerenone,150310,JUKPWJGBANNWMW-MKKQDWMASA-N,C03DA04,122,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12389380530973451,structurally_distant_under_this_fingerprint
CID113559279,ulipristal,13559279,HKDLNTKNLJPAIY-UHFFFAOYSA-N,,11,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12389380530973451,structurally_distant_under_this_fingerprint
CID100003648,hydromorphone,3648,WVLOADHCBXTIJK-UHFFFAOYSA-N,N02AA03,269,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12380952380952381,structurally_distant_under_this_fingerprint
CID100004539,norfloxacin,4539,OGJPXUAPXNRGGI-UHFFFAOYSA-N,J01MA06; S01AX12,149,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12380952380952381,structurally_distant_under_this_fingerprint
CID100005064,ribavirin,5064,IWUCXVSUMQZMFG-UHFFFAOYSA-N,J05AB04,405,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12380952380952381,structurally_distant_under_this_fingerprint
CID100001805,5-azacytidine,1805,NMUSYJAQQFHJEW-UHFFFAOYSA-N,L01BC07,210,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12371134020618557,structurally_distant_under_this_fingerprint
CID100003687,IdUrd,3687,XQFRJNBWHJMXHO-UHFFFAOYSA-N,D06BB01; J05AB02; S01AD01,5,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12371134020618557,structurally_distant_under_this_fingerprint
CID100000698,estrone,698,DNXHEGUUPJUMQT-UHFFFAOYSA-N,G03CA07; G03CC04,65,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12371134020618557,structurally_distant_under_this_fingerprint
CID100044563,lodoxamide,44563,KUGJPYZIWCRREB-UHFFFAOYSA-N,,35,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12371134020618557,structurally_distant_under_this_fingerprint
CID100041317,acitretin,41317,IHUNBGSDBOWDMA-UHFFFAOYSA-N,D05BB02,249,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12359550561797752,structurally_distant_under_this_fingerprint
CID100060834,duloxetine,60834,BFFSMCNJSOPUAY-LMOVPXPDSA-N,N06AX21,307,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12359550561797752,structurally_distant_under_this_fingerprint
CID100134019,pixantrone,134019,PEZPMAYDXJQYRV-UHFFFAOYSA-N,,138,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12359550561797752,structurally_distant_under_this_fingerprint
CID100444013,gadoversetamide,444013,HBEAOBRDTOXWRZ-UHFFFAOYSA-K,V08CA06,190,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12345679012345678,structurally_distant_under_this_fingerprint
CID100040632,pirfenidone,40632,ISWRGOKTTBVCFA-UHFFFAOYSA-N,,58,CHEMBL5653589,CHEMBL5653589,network_candidate,0.12345679012345678,structurally_distant_under_this_fingerprint
CID100054786,treprostinil,54786,PAJMKGZZBBTTOY-YRIDSSQKSA-N,B01AC21,96,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.12337662337662338,structurally_distant_under_this_fingerprint
CID100003392,flurandrenolone,3392,POPFMWWJOGLOIF-UHFFFAOYSA-N,D07AC07,13,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12318840579710146,structurally_distant_under_this_fingerprint
CID100077996,paricalcitol,77996,BPKAHTKRCLCHEA-FOPGHSPUSA-N,H05BX02,181,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12307692307692308,structurally_distant_under_this_fingerprint
CID105362420,verteporfin,5362420,YTZALCGQUPRCGW-ZSFNYQMMSA-N,S01LA01,104,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12295081967213115,structurally_distant_under_this_fingerprint
CID106398970,cefdinir,6398970,RTXOFQZKPXMALH-PRHODGIISA-N,J01DD15,100,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12280701754385964,structurally_distant_under_this_fingerprint
CID100012536,desonide,12536,WBGKWQHBNHJJPZ-YWZQBGSISA-N,D07AB08; S01BA11,44,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12280701754385964,structurally_distant_under_this_fingerprint
CID100004896,prednisolone,4896,JDOZJEUDSLGTLU-UHFFFAOYSA-N,,133,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12280701754385964,structurally_distant_under_this_fingerprint
CID100000158,PGE2,158,XEYBRNLFEZDVAW-UHFFFAOYSA-N,G02AD02,84,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12264150943396226,structurally_distant_under_this_fingerprint
CID100060871,adefovir,60871,WOZSCQDILHKSGG-UHFFFAOYSA-N,J05AF08,59,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12264150943396226,structurally_distant_under_this_fingerprint
CID100005877,demethyl,5877,PLBHSZGDDKCEHR-LFYFAGGJSA-N,,159,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.12258064516129032,structurally_distant_under_this_fingerprint
CID100004042,medroxyprogesterone,4042,PSGAAPLEWMOORI-UHFFFAOYSA-N,,362,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.12244897959183673,structurally_distant_under_this_fingerprint
CID100042955,misoprostol,42955,OJLOPKGSLYJEMD-LNQMSSPSSA-N,A02BB01; G02AD06,106,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12244897959183673,structurally_distant_under_this_fingerprint
CID109924495,perampanel,9924495,PRMWGUBFXWROHD-UHFFFAOYSA-N,,58,CHEMBL5653589,CHEMBL5653589,network_candidate,0.12244897959183673,structurally_distant_under_this_fingerprint
CID100003637,hydralazine,3637,RPTUSVTUFVMDQK-UHFFFAOYSA-N,C02DB02,83,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12195121951219512,structurally_distant_under_this_fingerprint
CID100002585,carvedilol,2585,OGHNVEJMJSYVRP-UHFFFAOYSA-N,C07AG02,217,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12149532710280374,structurally_distant_under_this_fingerprint
CID100004763,phenobarbital,4763,DDBREPKUVSBGFI-UHFFFAOYSA-N,N03AA02,79,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12149532710280374,structurally_distant_under_this_fingerprint
CID100005212,sildenafil,5212,BNRNXUUZRGQAQC-UHFFFAOYSA-N,G04BE03,309,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12149532710280374,structurally_distant_under_this_fingerprint
CID105487301,tegaserod,5487301,URPUECXJHQGUDU-JLHYYAGUSA-N,A03AE02,118,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12149532710280374,structurally_distant_under_this_fingerprint
CID100002133,amcinonide,2133,ILKJAFIWWBXGDU-UHFFFAOYSA-N,D07AC11,20,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12121212121212122,structurally_distant_under_this_fingerprint
CID100002914,cyproterone,2914,UWFYSQMTEOIJJG-UHFFFAOYSA-N,,163,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12121212121212122,structurally_distant_under_this_fingerprint
CID100004201,minoxidil,4201,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,C02DC01; D11AX01,36,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12121212121212122,structurally_distant_under_this_fingerprint
CID100004828,pindolol,4828,JZQKKSLKJUAGIC-UHFFFAOYSA-N,C07AA03,82,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12121212121212122,structurally_distant_under_this_fingerprint
CID100004568,nystatin,4568,VQOXZBDYSJBXMA-UHFFFAOYSA-N,A07AA02; D01AA01; G01AA01,25,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12101910828025478,structurally_distant_under_this_fingerprint
CID100003148,dolasetron,3148,UKTAZPQNNNJVKR-UHFFFAOYSA-N,A04AA04,132,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12096774193548387,structurally_distant_under_this_fingerprint
CID111672461,gadofosveset,11672461,XGOSYNSWSRUASG-SSMZTGFVSA-H,V08CA11,130,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12096774193548387,structurally_distant_under_this_fingerprint
CID100006436,triamcinolone,6436,YNDXUCZADRHECN-JNQJZLCISA-N,,256,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12096774193548387,structurally_distant_under_this_fingerprint
CID105281007,dacarbazine,5281007,OMJKFYKNWZZKTK-UHFFFAOYSA-N,L01AX04,55,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12087912087912088,structurally_distant_under_this_fingerprint
CID100005329,sulfamethoxazole,5329,JLKIGFTWXXRPMT-UHFFFAOYSA-N,J01EC01,81,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12087912087912088,structurally_distant_under_this_fingerprint
CID100002828,codeine,2828,OROGSEYTTFOCAN-UHFFFAOYSA-N,R05DA04,92,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1206896551724138,structurally_distant_under_this_fingerprint
CID100060668,etoposide,60668,LIQODXNTTZAGID-GDAYZDJCSA-N,,78,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1206896551724138,structurally_distant_under_this_fingerprint
CID100005155,stavudine,5155,XNKLLVCARDGLGL-UHFFFAOYSA-N,J05AF04,116,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1206896551724138,structurally_distant_under_this_fingerprint
CID100039764,vecuronium,39764,VEPSYABRBFXYIB-PWXDFCLTSA-M,M03AC03,38,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.1206896551724138,structurally_distant_under_this_fingerprint
CID100001875,methylprednisolone,1875,IMBXEJJVJRTNOW-UHFFFAOYSA-N,,121,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12056737588652482,structurally_distant_under_this_fingerprint
CID100000581,N-acetylcysteine,581,PWKSKIMOESPYIA-UHFFFAOYSA-N,R05CB01; S01XA08; V03AB23,56,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12048192771084337,structurally_distant_under_this_fingerprint
CID105310993,acipimox,5310993,DJQOOSBJCLSSEY-UHFFFAOYSA-N,C10AD06,26,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12048192771084337,structurally_distant_under_this_fingerprint
CID111501341,florbetaben,11501341,NCWZOASIUQVOFA-FWZJPQCDSA-N,,6,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12048192771084337,structurally_distant_under_this_fingerprint
CID100005479,tinidazole,5479,HJLSLZFTEKNLFI-UHFFFAOYSA-N,J01XD02; P01AB02,86,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12048192771084337,structurally_distant_under_this_fingerprint
CID100003199,trabectedin,3199,PKVRCIRHQMSYJX-UHFFFAOYSA-N,L01CX01,90,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12048192771084337,structurally_distant_under_this_fingerprint
CID100011973,Brolene,11973,BZACJASHKPPTKX-UHFFFAOYSA-N,,5,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12037037037037036,structurally_distant_under_this_fingerprint
CID100054808,loteprednol,54808,DMKSVUSAATWOCU-OEWWVBLQSA-N,S01BA14,28,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12037037037037036,structurally_distant_under_this_fingerprint
CID100004894,prednisolone,4894,OIGNJSKKLXVSLS-UHFFFAOYSA-N,A07EA01; C05AA04; D07AA03; D07XA02; H02AB06; R01AD02; S01BA04; S01CB02; S02BA03; S03BA02,121,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12037037037037036,structurally_distant_under_this_fingerprint
CID100005029,rabeprazole,5029,YREYEVIYCVEVJK-UHFFFAOYSA-N,A02BC04; M01AA05; M02AA03,306,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12037037037037036,structurally_distant_under_this_fingerprint
CID104369359,sitagliptin,4369359,MFFMDFFZMYYVKS-SECBINFHSA-N,A10BH01,120,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12037037037037036,structurally_distant_under_this_fingerprint
CID100002021,spectinomycin,2021,UNFWWIHTNXNPBV-UHFFFAOYSA-N,J01XX04,12,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12037037037037036,structurally_distant_under_this_fingerprint
CID100192155,Prednefrin,192155,ZNXXCLVUNMDLNR-UQLUPRNYSA-N,,18,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12030075187969924,structurally_distant_under_this_fingerprint
CID100002308,beclomethasone,2308,NBMKJKDGKREAPL-UHFFFAOYSA-N,,48,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12030075187969924,structurally_distant_under_this_fingerprint
CID111228026,aclidinium,11228026,ASMXXROZKSBQIH-QHMKHHNBSA-N,,28,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12,structurally_distant_under_this_fingerprint
CID100002733,chlorzoxazone,2733,TZFWDZFKRBELIQ-UHFFFAOYSA-N,M03BB03,16,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12,structurally_distant_under_this_fingerprint
CID100003642,hydrocortisone,3642,BMCQMVFGOVHVNG-UHFFFAOYSA-N,D07AB02,20,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12,structurally_distant_under_this_fingerprint
CID100023897,molindone,23897,KLPWJLBORRMFGK-UHFFFAOYSA-N,N05AE02,39,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12,structurally_distant_under_this_fingerprint
CID100005070,riluzole,5070,FTALBRSUTCGOEG-UHFFFAOYSA-N,N07XX02,375,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12,structurally_distant_under_this_fingerprint
CID100005267,spironolactone,5267,LXMSZDCAJNLERA-UHFFFAOYSA-N,C03DA01,49,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.12,structurally_distant_under_this_fingerprint
CID100002085,Almeta,2085,DJHCCTTVDRAMEH-UHFFFAOYSA-N,,12,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.11971830985915492,structurally_distant_under_this_fingerprint
CID100003399,fluticasone,3399,WMWTYOKRWGGJOA-UHFFFAOYSA-N,,125,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.11971830985915492,structurally_distant_under_this_fingerprint
CID100031378,fludrocortisone,31378,AAXVEMMRQDVLJB-BULBTXNYSA-N,H02AA02,76,CHEMBL1802814,CHEMBL1802814,network_candidate,0.11965811965811966,structurally_distant_under_this_fingerprint
