sider_stitch_flat_id,sider_drug_name,sider_pubchem_cid,sider_inchi_key,atc_codes,unique_side_effect_count,nearest_query_id,nearest_query_name,nearest_query_class,nearest_query_tanimoto,similarity_band
CID100002479,butabarbital,2479,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,,34,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.13414634146341464,structurally_distant_under_this_fingerprint
CID100047471,butoconazole,47471,ZHPWRQIPPNZNML-UHFFFAOYSA-N,G01AF15,7,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13402061855670103,structurally_distant_under_this_fingerprint
CID100002905,cyclopentolate,2905,SKYSRIRYMSLOIN-UHFFFAOYSA-N,S01FA04,37,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13402061855670103,structurally_distant_under_this_fingerprint
CID100003918,dextrorphan,3918,JAQUASYNZVUNQP-UHFFFAOYSA-N,,57,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.13402061855670103,structurally_distant_under_this_fingerprint
CID100003494,glycopyrrolate,3494,ANGKOCUUWGHLCE-UHFFFAOYSA-N,A03AB02,111,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13402061855670103,structurally_distant_under_this_fingerprint
CID116004692,macitentan,16004692,JGCMEBMXRHSZKX-UHFFFAOYSA-N,,16,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13402061855670103,structurally_distant_under_this_fingerprint
CID100073303,doripenem,73303,AVAACINZEOAHHE-VFZPANTDSA-N,J01DH04,33,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.13392857142857142,structurally_distant_under_this_fingerprint
CID100003890,latanoprost,3890,GGXICVAJURFBLW-UHFFFAOYSA-N,S01EE01,57,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13392857142857142,structurally_distant_under_this_fingerprint
CID100003636,Buscopan,3636,YBCNXCRZPWQOBR-UHFFFAOYSA-N,A03BB01,35,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13385826771653545,structurally_distant_under_this_fingerprint
CID106918430,ceftobiprole,6918430,LXLDMYXULSBRCX-HZEONMFJSA-N,,71,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.13385826771653545,structurally_distant_under_this_fingerprint
CID100010631,medroxyprogesterone,10631,FRQMUZJSZHZSGN-HBNHAYAOSA-N,G03AC06; G03DA02; L02AB02,176,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.13380281690140844,structurally_distant_under_this_fingerprint
CID100002099,alosetron,2099,JSWZEAMFRNKZNL-UHFFFAOYSA-N,A03AE01,111,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100002171,amoxicillin,2171,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,J01CA04,79,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID105328940,bosutinib,5328940,UBPYILGKFZZVDX-UHFFFAOYSA-N,,116,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100002559,carbenicillin,2559,FPPNZSSZRUTDAP-UHFFFAOYSA-L,J01CA03,26,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100002610,cefadroxil,2610,BOEGTKLJZSQCCD-UHFFFAOYSA-N,J01DB05,59,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100444006,cefditoren,444006,AFZFFLVORLEPPO-DYESRHJHSA-N,J01DD16,109,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100003365,fluconazole,3365,RFHAOTPXVQNOHP-UHFFFAOYSA-N,D01AC15; J02AC01,143,CHEMBL3752910,CHEMBL3752910,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID104479097,hydroxocobalamin,4479097,ITFLMCXLENHUAD-UHFFFAOYSA-L,B03BA03; V03AB33,65,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100016362,pimozide,16362,YVUQSNJEYSNKRX-UHFFFAOYSA-N,N05AG02,109,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100005090,rofecoxib,5090,RZJQGNCSTQAWON-UHFFFAOYSA-N,M01AH02,206,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100013342,vinblastine,13342,JXLYSJRDGCGARV-CFWMRBGOSA-N,L01CA01,54,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13333333333333333,structurally_distant_under_this_fingerprint
CID100002512,cabergoline,2512,KORNTPPJEAJQIU-UHFFFAOYSA-N,G02CB03; N04BC06,119,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13274336283185842,structurally_distant_under_this_fingerprint
CID100015459,metaxalone,15459,IMWZZHHPURKASS-UHFFFAOYSA-N,,19,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13274336283185842,structurally_distant_under_this_fingerprint
CID100004450,nefopam,4450,RGPDEAGGEXEMMM-UHFFFAOYSA-N,N02BG06,19,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13274336283185842,structurally_distant_under_this_fingerprint
CID100004889,pravastatin,4889,TUZYXOIXSAXUGO-UHFFFAOYSA-N,C10AA03,158,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.13274336283185842,structurally_distant_under_this_fingerprint
CID100016886,5-aza-2'-deoxycytidine,16886,XAUDJQYHKZQPEU-UHFFFAOYSA-N,L01BC08,199,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1326530612244898,structurally_distant_under_this_fingerprint
CID100193962,etravirine,193962,PYGWGZALEOIKDF-UHFFFAOYSA-N,J05AG04,125,CHEMBL3752910,CHEMBL3752910,network_candidate,0.1326530612244898,structurally_distant_under_this_fingerprint
CID100003877,lamivudine,3877,JTEGQNOMFQHVDC-UHFFFAOYSA-N,J05AF05,191,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1326530612244898,structurally_distant_under_this_fingerprint
CID100000861,triiodothyronine,861,AUYYCJSJGJYCDS-UHFFFAOYSA-N,H03AA02,12,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1326530612244898,structurally_distant_under_this_fingerprint
CID100002891,cyanocobalamin,2891,AGVAZMGAQJOSFJ-UHFFFAOYSA-M,B03BA01,33,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13259668508287292,structurally_distant_under_this_fingerprint
CID100005106,roxithromycin,5106,RXZBMPWDPOLZGW-UHFFFAOYSA-N,J01FA06,45,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.13259668508287292,structurally_distant_under_this_fingerprint
CID100002725,chlorpheniramine,2725,SOYKEARSMXGVTM-UHFFFAOYSA-N,R06AB02; R06AB04,57,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13253012048192772,structurally_distant_under_this_fingerprint
CID100004746,perhexiline,4746,CYXKNKQEMFBLER-UHFFFAOYSA-N,C08EX02,45,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13253012048192772,structurally_distant_under_this_fingerprint
CID100072111,rifaximin,72111,NZCRJKRKKOLAOJ-IIBMFGDOSA-N,A07AA11; D06AX11,135,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13253012048192772,structurally_distant_under_this_fingerprint
CID100005376,tamoxifen,5376,NKANXQFJJICGDU-UHFFFAOYSA-N,L02BA01,192,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13253012048192772,structurally_distant_under_this_fingerprint
CID100005311,vorinostat,5311,WAEXFXRVDQXREF-UHFFFAOYSA-N,L01XX38,62,CHEMBL3752910,CHEMBL3752910,network_candidate,0.13253012048192772,structurally_distant_under_this_fingerprint
CID100002818,clozapine,2818,ZUXABONWMNSFBN-UHFFFAOYSA-N,N05AH02,254,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1322314049586777,structurally_distant_under_this_fingerprint
CID100003370,fludrocortisone,3370,SYWHXTATXSMDSB-UHFFFAOYSA-N,,64,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1322314049586777,structurally_distant_under_this_fingerprint
CID100005379,gatifloxacin,5379,XUBOMFCQGDBHNK-UHFFFAOYSA-N,J01MA16; S01AX21,174,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1322314049586777,structurally_distant_under_this_fingerprint
CID106918462,retapamulin,6918462,STZYTFJPGGDRJD-FJJJPKKESA-N,D06AX13,21,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.1322314049586777,structurally_distant_under_this_fingerprint
CID100123809,Madopar,123809,QFLMOYQNYBDXMT-ZCMDIHMWSA-N,,52,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1320754716981132,structurally_distant_under_this_fingerprint
CID100062956,fosinoprilat,62956,WOIWWYDXDVSWAZ-RTWAWAEBSA-N,,127,CHEMBL1802973,CHEMBL1802973,network_candidate,0.1320754716981132,structurally_distant_under_this_fingerprint
CID100005152,salmeterol,5152,GIIZNNXWQWCKIB-UHFFFAOYSA-N,R03AC12,125,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1320754716981132,structurally_distant_under_this_fingerprint
CID100002958,anthracycline,2958,STQGQHZAVUOBTE-UHFFFAOYSA-N,L01DB02,159,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13194444444444445,structurally_distant_under_this_fingerprint
CID100003386,fluoxetine,3386,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,N06AB03,493,CHEMBL3752910,CHEMBL3752910,network_candidate,0.13186813186813187,structurally_distant_under_this_fingerprint
CID100005210,sibutramine,5210,UNAANXDKBXWMLN-UHFFFAOYSA-N,A08AA10,330,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13186813186813187,structurally_distant_under_this_fingerprint
CID100005352,sulindac,5352,MLKXDPUZXIRXEP-UHFFFAOYSA-N,M01AB02,129,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13186813186813187,structurally_distant_under_this_fingerprint
CID106477186,delamanid,6477186,XDAOLTSRNUSPPH-DEOSSOPVSA-N,,138,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13178294573643412,structurally_distant_under_this_fingerprint
CID100000244,benzyl,244,WVDDGKGOMKODPV-UHFFFAOYSA-N,,21,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13157894736842105,structurally_distant_under_this_fingerprint
CID100027993,conjugated,27993,YJBYRYVLFAUXBJ-UHFFFAOYSA-N,G03CA57,156,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13157894736842105,structurally_distant_under_this_fingerprint
CID100003449,galantamine,3449,ASUTZQLVASHGKV-UHFFFAOYSA-N,N06DA04,168,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13157894736842105,structurally_distant_under_this_fingerprint
CID100129806,rosuvastatin,129806,BPRHUIZQVSMCRT-DLBZAZTESA-N,C10AA07,73,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13157894736842105,structurally_distant_under_this_fingerprint
CID100060936,tiludronate,60936,SKUHWSDHMJMHIW-UHFFFAOYSA-L,M05BA05,19,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13157894736842105,structurally_distant_under_this_fingerprint
CID100004271,mycophenolate,4271,RTGDFNSFWBGLEC-UHFFFAOYSA-N,,447,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13138686131386862,structurally_distant_under_this_fingerprint
CID100004114,8-MOP,4114,QXKHYNVANLEOEG-UHFFFAOYSA-N,D05AD02; D05BA02,47,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13131313131313133,structurally_distant_under_this_fingerprint
CID100060613,cidofovir,60613,VWFCHDSQECPREK-LURJTMIESA-N,J05AB12,261,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13131313131313133,structurally_distant_under_this_fingerprint
CID100003267,estradiol,3267,RSEPBGGWRJCQGY-UHFFFAOYSA-N,,93,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13131313131313133,structurally_distant_under_this_fingerprint
CID100123610,Eptifibatide,123610,CZKPOZZJODAYPZ-UHFFFAOYSA-N,B01AC16,66,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.13114754098360656,structurally_distant_under_this_fingerprint
CID100071362,Hoe,71362,HKMZRZUEADSZDQ-QNQUGUDESA-N,C01EB19,10,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13095238095238096,structurally_distant_under_this_fingerprint
CID100121396,N-carbamylglutamate,121396,LCQLHJZYVOQKHU-VKHMYHEASA-N,A16AA05,31,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13095238095238096,structurally_distant_under_this_fingerprint
CID100002554,carbamazepine,2554,FFGPTBGBLSHEPO-UHFFFAOYSA-N,N03AF01,287,CHEMBL1802815,CHEMBL1802815,network_candidate,0.13095238095238096,structurally_distant_under_this_fingerprint
CID100003105,dipivefrin,3105,OCUJLLGVOUDECM-UHFFFAOYSA-N,S01EA02,7,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13095238095238096,structurally_distant_under_this_fingerprint
CID100657298,propylthiouracil,657298,KNAHARQHSZJURB-UHFFFAOYSA-N,H03BA02,48,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.13095238095238096,structurally_distant_under_this_fingerprint
CID100005320,sulfacetamide,5320,SKIVFJLNDNKQPD-UHFFFAOYSA-N,S01AB04,18,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13095238095238096,structurally_distant_under_this_fingerprint
CID100057166,Photofrin,57166,UZFPOOOQHWICKY-UHFFFAOYSA-N,,142,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1308411214953271,structurally_distant_under_this_fingerprint
CID100002405,bisoprolol,2405,VHYCDWMUTMEGQY-UHFFFAOYSA-N,C07AB07,194,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1308411214953271,structurally_distant_under_this_fingerprint
CID100003948,lomefloxacin,3948,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,J01MA07; S01AX17,186,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.1308411214953271,structurally_distant_under_this_fingerprint
CID100060864,olopatadine,60864,HVRLZEKDTUEKQH-UHFFFAOYSA-N,R01AC08; S01GX09,97,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1308411214953271,structurally_distant_under_this_fingerprint
CID100062959,trovafloxacin,62959,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,J01MA13,196,CHEMBL3752910,CHEMBL3752910,network_candidate,0.1308411214953271,structurally_distant_under_this_fingerprint
CID100110634,vardenafil,110634,SECKRCOLJRRGGV-UHFFFAOYSA-N,G04BE09,146,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1308411214953271,structurally_distant_under_this_fingerprint
CID100001972,amphotericin,1972,APKFDSVGJQXUKY-UHFFFAOYSA-N,A01AB04; A07AA07; G01AA03; J02AA01,308,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13071895424836602,structurally_distant_under_this_fingerprint
CID100002442,bromhexine,2442,OJGDCBLYJGHCIH-UHFFFAOYSA-N,R05CB02,15,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13043478260869565,structurally_distant_under_this_fingerprint
CID100003063,dihydrocodeine,3063,RBOXVHNMENFORY-UHFFFAOYSA-N,N02AA08,44,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13043478260869565,structurally_distant_under_this_fingerprint
CID100005672,vinorelbine,5672,GBABOYUKABKIAF-UHFFFAOYSA-N,L01CA04,140,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13043478260869565,structurally_distant_under_this_fingerprint
CID100012453,zuclopenthixol,12453,LPWNZMIBFHMYMX-UHFFFAOYSA-N,N05AF02; N05AF05,174,CHEMBL1232461,MOLIBRESIB,network_candidate,0.13043478260869565,structurally_distant_under_this_fingerprint
CID100024706,Triphasil,24706,ORKBYCQJWQBPFG-WOMZHKBXSA-N,,38,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13013698630136986,structurally_distant_under_this_fingerprint
CID100132999,ivabradine,132999,ACRHBAYQBXXRTO-OAQYLSRUSA-N,C01EB17,47,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.13013698630136986,structurally_distant_under_this_fingerprint
CID100002232,argatroban,2232,KXNPVXPOPUZYGB-UHFFFAOYSA-N,B01AE03,68,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13008130081300814,structurally_distant_under_this_fingerprint
CID100003512,griseofulvin,3512,DDUHZTYCFQRHIY-UHFFFAOYSA-N,D01AA08; D01BA01,33,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.13008130081300814,structurally_distant_under_this_fingerprint
CID100002802,clonazepam,2802,DGBIGWXXNGSACT-UHFFFAOYSA-N,N03AE01,247,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13,structurally_distant_under_this_fingerprint
CID100004891,praziquantel,4891,FSVJFNAIGNNGKK-UHFFFAOYSA-N,P02BA01,39,CHEMBL1802973,CHEMBL1802973,network_candidate,0.13,structurally_distant_under_this_fingerprint
CID100005253,sotalol,5253,ZBMZVLHSJCTVON-UHFFFAOYSA-N,C07AA07,113,CHEMBL1802814,CHEMBL1802814,network_candidate,0.13,structurally_distant_under_this_fingerprint
CID103081276,fluticasone/salmeterol,3081276,YYAZJTUGSQOFHG-ZWWNAQMBSA-N,,49,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12994350282485875,structurally_distant_under_this_fingerprint
CID100001983,acetaminophen,1983,RZVAJINKPMORJF-UHFFFAOYSA-N,N02BE01,164,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12987012987012986,structurally_distant_under_this_fingerprint
CID100077993,eletriptan,77993,PWVXXGRKLHYWKM-LJQANCHMSA-N,N02CC06,232,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1297709923664122,structurally_distant_under_this_fingerprint
CID100003060,epitopic,3060,WYQPLTPSGFELIB-UHFFFAOYSA-N,D07AC19,41,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1297709923664122,structurally_distant_under_this_fingerprint
CID100003151,domperidone,3151,FGXWKSZFVQUSTL-UHFFFAOYSA-N,A03FA03,45,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12962962962962962,structurally_distant_under_this_fingerprint
CID100004909,primidone,4909,DQMZLTXERSFNPB-UHFFFAOYSA-N,N03AA03,39,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12962962962962962,structurally_distant_under_this_fingerprint
CID100002791,clobetasol,2791,CBGUOGMQLZIXBE-UHFFFAOYSA-N,,55,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12949640287769784,structurally_distant_under_this_fingerprint
CID116129701,T-A2-3,16129701,BJNLLBUOHPVGFT-VPMXZCLFSA-N,,38,REF_PLITIDEPSIN,Plitidepsin,reference_ligand,0.12946428571428573,structurally_distant_under_this_fingerprint
CID100156326,asenapine,156326,VSWBSWWIRNCQIJ-LOACHALJSA-N,N05AH05,117,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12941176470588237,structurally_distant_under_this_fingerprint
CID100060714,gadoteridol,60714,DPNNNPAKRZOSMO-UHFFFAOYSA-K,V08CA04,70,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12941176470588237,structurally_distant_under_this_fingerprint
CID100003443,fusidic,3443,IECPWNUMDGFDKC-UHFFFAOYSA-N,D06AX01; D09AA02; J01XC01; S01AA13,56,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12931034482758622,structurally_distant_under_this_fingerprint
CID100055480,milnacipran,55480,XNCDYJFPRPDERF-PBCQUBLHSA-N,N06AX17,135,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12931034482758622,structurally_distant_under_this_fingerprint
CID100005746,mitomycin,5746,NWIBSHFKIJFRCO-WUDYKRTCSA-N,L01DC03,58,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12931034482758622,structurally_distant_under_this_fingerprint
CID100004819,pilocarpine,4819,QCHFTSOMWOSFHM-UHFFFAOYSA-N,N07AX01; S01EB01,193,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12931034482758622,structurally_distant_under_this_fingerprint
CID100002583,carteolol,2583,LWAFSWPYPHEXKX-UHFFFAOYSA-N,C07AA15; S01ED05,39,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12903225806451613,structurally_distant_under_this_fingerprint
CID100147740,drospirenone,147740,JLQFVGYYVXALAG-CFEVTAHFSA-N,,27,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12903225806451613,structurally_distant_under_this_fingerprint
CID100003308,etodolac,3308,NNYBQONXHNTVIJ-UHFFFAOYSA-N,M01AB08,166,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12903225806451613,structurally_distant_under_this_fingerprint
CID100004735,pentamidine,4735,XDRYMKDFEDOLFX-UHFFFAOYSA-N,,181,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12903225806451613,structurally_distant_under_this_fingerprint
CID100358641,trimethoprim-sulfamethoxazole,358641,WZRJTRPJURQBRM-UHFFFAOYSA-N,J01EE01,80,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12903225806451613,structurally_distant_under_this_fingerprint
CID100041744,valrubicin,41744,ZOCKGBMQLCSHFP-ZQUOIQDWSA-N,L01DB09,50,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12883435582822086,structurally_distant_under_this_fingerprint
CID100002656,ceftriaxone,2656,VAAUVRVFOQPIGI-UHFFFAOYSA-L,J01DD04,105,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12857142857142856,structurally_distant_under_this_fingerprint
CID103086257,Photofrin,3086257,GPVSXPYOJDJYKH-UHFFFAOYSA-N,L01XD01,182,CHEMBL1802815,CHEMBL1802815,network_candidate,0.12844036697247707,structurally_distant_under_this_fingerprint
CID110465263,lorcaserin,10465263,XTTZERNUQAFMOF-UHFFFAOYSA-N,,67,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1282051282051282,structurally_distant_under_this_fingerprint
CID100023703,ogen,23703,HZEQBCVBILBTEP-GWKMLMIWSA-N,,104,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1282051282051282,structurally_distant_under_this_fingerprint
CID100107694,Diane-35,107694,RWYFURDDADFSHT-RBBHPAOJSA-N,,36,CHEMBL1232461,MOLIBRESIB,network_candidate,0.128,structurally_distant_under_this_fingerprint
CID111597571,crizotinib,11597571,KTEIFNKAUNYNJU-UHFFFAOYSA-N,,92,CHEMBL1802814,CHEMBL1802814,network_candidate,0.128,structurally_distant_under_this_fingerprint
CID100060612,dexmedetomidine,60612,CUHVIMMYOGQXCV-LLVKDONJSA-N,N05CM18,131,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12790697674418605,structurally_distant_under_this_fingerprint
CID100179344,eslicarbazepine,179344,QIALRBLEEWJACW-INIZCTEOSA-N,,182,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12790697674418605,structurally_distant_under_this_fingerprint
CID100004456,neostigmine,4456,ALWKGYPQUAPLQC-UHFFFAOYSA-N,N07AA01; S01EB06,69,CHEMBL3752910,CHEMBL3752910,network_candidate,0.12790697674418605,structurally_distant_under_this_fingerprint
CID100005516,toremifene,5516,XFCLJVABOIYOMF-UHFFFAOYSA-N,L02BA02,83,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12790697674418605,structurally_distant_under_this_fingerprint
CID105273759,abacavir-lamivudine,5273759,UGWQMIXVUBLMAH-IVVFTGHFSA-N,,68,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12781954887218044,structurally_distant_under_this_fingerprint
CID111949646,empagliflozin,11949646,OBWASQILIWPZMG-QZMOQZSNSA-N,,50,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12781954887218044,structurally_distant_under_this_fingerprint
CID106331630,eribulin,6331630,UFNVPOGXISZXJD-UHFFFAOYSA-N,,129,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12781954887218044,structurally_distant_under_this_fingerprint
CID100003263,estradiol,3263,UOACKFBJUYNSLK-UHFFFAOYSA-N,,65,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12781954887218044,structurally_distant_under_this_fingerprint
CID110107393,18F-flutemetamol,10107393,VVECGOCJFKTUAX-UHFFFAOYSA-N,,8,CHEMBL3752910,CHEMBL3752910,network_candidate,0.1276595744680851,structurally_distant_under_this_fingerprint
CID100104741,ICI,104741,VWUXBMIQPBEWFH-WCCTWKNTSA-N,L02BA03,78,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1276595744680851,structurally_distant_under_this_fingerprint
CID100002484,butenafine,2484,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,D01AE23,5,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1276595744680851,structurally_distant_under_this_fingerprint
CID100148127,ospemifene,148127,LUMKNAVTFCDUIE-UHFFFAOYSA-N,,16,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1276595744680851,structurally_distant_under_this_fingerprint
CID100004631,oxprenolol,4631,CEMAWMOMDPGJMB-UHFFFAOYSA-N,C07AA02,29,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.1276595744680851,structurally_distant_under_this_fingerprint
CID100005533,trazodone,5533,PHLBKPHSAVXXEF-UHFFFAOYSA-N,A06AC07; N06AX05,176,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1276595744680851,structurally_distant_under_this_fingerprint
CID100123606,almotriptan,123606,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,N02CC05,129,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12745098039215685,structurally_distant_under_this_fingerprint
CID100003462,gemeprost,3462,KYBOHGVERHWSSV-UHFFFAOYSA-N,G02AD03,24,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12745098039215685,structurally_distant_under_this_fingerprint
CID100071316,mivacurium,71316,ILVYCEVXHALBSC-XBCOOEMPSA-N,M03AC10,24,CHEMBL1232461,MOLIBRESIB,network_candidate,0.12745098039215685,structurally_distant_under_this_fingerprint
CID100004680,papaverine,4680,XQYZDYMELSJDRZ-UHFFFAOYSA-N,A03AD01; G04BE02,17,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12745098039215685,structurally_distant_under_this_fingerprint
CID100002344,benztropine,2344,GIJXKZJWITVLHI-UHFFFAOYSA-N,N04AC01,30,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12727272727272726,structurally_distant_under_this_fingerprint
CID100002646,cefprozil,2646,WDLWHQDACQUCJR-UHFFFAOYSA-N,J01DC10,59,CHEMBL1802973,CHEMBL1802973,network_candidate,0.12727272727272726,structurally_distant_under_this_fingerprint
CID104479094,doxercalciferol,4479094,HKXBNHCUPKIYDM-UHFFFAOYSA-N,H05BX03,62,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.12727272727272726,structurally_distant_under_this_fingerprint
CID100002315,bendrofluazide,2315,HDWIHXWEUNVBIY-UHFFFAOYSA-N,C03AA01,29,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.12698412698412698,structurally_distant_under_this_fingerprint
CID100050614,cefotetan,50614,SRZNHPXWXCNNDU-PGEKIEPBSA-N,J01DC05,41,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12686567164179105,structurally_distant_under_this_fingerprint
CID109810131,ceftaroline,9810131,ZCCUWMICIWSJIX-ZMFRSBBQSA-N,,44,CHEMBL1802814,CHEMBL1802814,network_candidate,0.12666666666666668,structurally_distant_under_this_fingerprint
